"...1","latitude","longitude","datetime","Wildfire","pr","rmax","rmin","sph","srad","tmmn","tmmx","vs","bi","fm100","fm1000","erc","etr","pet","vpd","region"
3819781,33.8018669991274,-116.388166,2025-01-03,"No",0,22.4,1.8,0.00121,126.7,280.2,297.8,3.4,78,5.2,5.9,93,7.3,4.3,1.87,"Southwest"
3819782,33.8018669991274,-116.388166,2025-01-04,"No",0,48.1,11.2,0.00281,139.8,279.6,297.2,3.2,70,5.7,5.9,89,6.1,3.7,1.53,"Southwest"
3819783,33.8018669991274,-116.388166,2025-01-05,"No",0,28.9,4.7,0.00177,125.9,281.3,298.2,2.3,65,5.2,5.8,92,5.4,3.3,1.85,"Southwest"
3819784,33.8018669991274,-116.388166,2025-01-06,"No",0,40.5,8.5,0.00239,140.4,280,297.5,2.2,62,5.3,5.8,91,4.9,3,1.64,"Southwest"
3819785,33.8018669991274,-116.388166,2025-01-07,"No",0,30.5,12.4,0.00256,130.4,285.9,294.5,6.2,96,5.2,5.7,90,9.2,5.5,1.6,"Southwest"
3819786,33.8018669991274,-116.388166,2025-01-08,"No",0,31.8,8.6,0.00212,142.9,282.3,295.5,7.7,114,5.1,5.7,92,10.6,6.4,1.59,"Southwest"
3819787,33.8018669991274,-116.388166,2025-01-09,"No",0,24.2,3,0.00137,147,280.6,297.2,4.8,94,4.6,5.6,95,9,5.3,1.8,"Southwest"
3819788,33.8018669991274,-116.388166,2025-01-10,"No",0,26.2,3.9,0.00136,147.4,279.1,295.2,4.2,87,4.3,5.5,96,7.6,4.5,1.58,"Southwest"
3819789,33.8018669991274,-116.388166,2025-01-11,"No",0,32.6,3.8,0.00153,147.3,277.1,297.4,2.7,72,4.4,5.4,96,6,3.6,1.68,"Southwest"
3819790,33.8018669991274,-116.388166,2025-01-12,"No",0,28.3,6.2,0.00155,148.5,279.7,293.6,3.2,76,4.3,5.4,96,6,3.6,1.44,"Southwest"
3819791,33.8018669991274,-116.388166,2025-01-13,"No",0,30.7,7.2,0.00157,150,278.5,292.4,3.8,81,4.4,5.3,96,6.3,3.8,1.31,"Southwest"
3819792,33.8018669991274,-116.388166,2025-01-14,"No",0,28.3,5.2,0.00141,150.6,278.3,293.6,4.1,86,4.3,5.2,97,7,4.2,1.42,"Southwest"
3819793,33.8018669991274,-116.388166,2025-01-15,"No",0,24.7,4.2,0.00144,151.8,281,295.6,4,87,4.1,5.2,98,7.6,4.5,1.66,"Southwest"
3819794,33.8018669991274,-116.388166,2025-01-16,"No",0,25.1,3.5,0.00141,109.5,280.4,296.5,2.3,69,4,5.1,98,5.4,3.3,1.72,"Southwest"
3819795,33.8018669991274,-116.388166,2025-01-17,"No",0,41.1,12.3,0.00256,152.2,280.8,294.6,4.1,81,4.6,5.2,94,6.7,4.1,1.39,"Southwest"
3819796,33.8018669991274,-116.388166,2025-01-18,"No",0,48.5,11.4,0.00249,155.8,277.7,295,2.1,61,5.3,5.2,93,4.3,2.7,1.34,"Southwest"
3819797,33.8018669991274,-116.388166,2025-01-19,"No",0,49.6,12,0.00243,155.5,277,294,1.5,54,5.8,5.3,91,3.3,2.2,1.25,"Southwest"
3819798,33.8018669991274,-116.388166,2025-01-20,"No",0,29.2,7.3,0.00175,159.2,280.9,294,5.5,97,5.3,5.2,94,8.5,5.2,1.48,"Southwest"
3819799,33.8018669991274,-116.388166,2025-01-21,"No",0,16.6,1,0.00063,162.4,276.3,293,4.8,97,4.5,5.1,98,8.1,4.9,1.45,"Southwest"
3819800,33.8018669991274,-116.388166,2025-01-22,"No",0,16.1,1,0.00062,161.6,276.6,298.1,3.1,80,3.9,5,100,7.3,4.3,1.88,"Southwest"
3819801,33.8018669991274,-116.388166,2025-01-23,"No",0,15,1,0.00061,163.4,277.8,296.5,5.1,103,3.4,4.9,102,9.6,5.7,1.77,"Southwest"
3819802,33.8018669991274,-116.388166,2025-01-24,"No",0,15.8,1,0.00053,164.8,274.8,293.8,2.3,73,3.2,4.8,103,5.2,3.1,1.48,"Southwest"
3819803,33.8018669991274,-116.388166,2025-01-25,"No",0,38.3,9.5,0.00176,129,276.5,291.4,6.8,110,3.9,4.8,98,8.2,5,1.16,"Southwest"
3819804,33.8018669991274,-116.388166,2025-01-26,"No",2.2,69.1,32.6,0.00466,73.2,281.3,291.7,4.6,0,6.6,5.2,66,4.9,3.1,0.86,"Southwest"
3819805,33.8018669991274,-116.388166,2025-01-27,"No",0.3,90.8,37.9,0.00454,84.5,276.7,289.2,3.2,55,9.5,5.7,75,3.1,2,0.57,"Southwest"
3819806,33.8018669991274,-116.388166,2025-01-28,"No",0,70.9,21.5,0.00347,108.2,276.6,292.6,2.9,57,9.7,5.9,77,4.3,2.8,0.96,"Southwest"
3819807,33.8018669991274,-116.388166,2025-01-29,"No",0,57.2,18.9,0.00339,165.2,279.6,293.9,3.6,65,9.1,6.1,80,5.6,3.6,1.16,"Southwest"
3819808,33.8018669991274,-116.388166,2025-01-30,"No",0,62.6,19.2,0.00364,168.7,279.2,294.8,2.2,53,8.9,6.3,79,4.2,2.8,1.18,"Southwest"
3819809,33.8018669991274,-116.388166,2025-01-31,"No",0,75.2,20.3,0.00385,152.4,277.2,295,2,50,9.4,6.6,76,3.9,2.6,1.1,"Southwest"
3819810,33.8018669991274,-116.388166,2025-02-01,"Yes",0,91.2,24.3,0.00558,169,280.1,298.4,2.9,54,11.1,6.9,72,5,3.3,1.21,"Southwest"
3819811,33.8018669991274,-116.388166,2025-02-02,"Yes",0,96.9,25.2,0.00668,172,281.8,300.9,3.5,56,12.7,7.3,68,6,3.9,1.35,"Southwest"
3819812,33.8018669991274,-116.388166,2025-02-03,"Yes",0,75.1,19.2,0.00567,166.5,283.5,301.8,3.9,61,11.9,7.4,70,7.3,4.7,1.68,"Southwest"
3819813,33.8018669991274,-116.388166,2025-02-04,"Yes",0,79.7,22.7,0.00617,172.9,283.8,301,7.7,87,11.7,7.6,69,9.9,6.2,1.53,"Southwest"
3819814,33.8018669991274,-116.388166,2025-02-05,"Yes",0,73.8,20,0.00549,177.1,283.3,300.7,5.4,72,11.2,7.8,69,8.6,5.4,1.58,"Southwest"
3819815,33.8018669991274,-116.388166,2025-02-06,"Yes",0,76.3,26.5,0.00641,177.2,285.1,299.5,7.1,80,11.1,8,67,8.8,5.6,1.39,"Southwest"
3819816,33.8018669991274,-116.388166,2025-02-07,"Yes",0,88.2,29.8,0.00732,161.2,284.7,300.1,6.5,72,12,8.4,63,7.9,5,1.28,"Southwest"
3819817,33.8018669991274,-116.388166,2025-02-08,"Yes",0,44,12.1,0.00351,148.6,285.5,299.5,1.9,47,10.1,8.3,70,5,3.3,1.87,"Southwest"
3819818,33.8018669991274,-116.388166,2025-02-09,"Yes",0,34.3,4.5,0.00196,130,281.3,299.2,2.4,56,8.3,8,77,6.2,3.9,1.92,"Southwest"
3819819,33.8018669991274,-116.388166,2025-02-10,"Yes",0,33.9,4.7,0.00182,194.4,280.4,297.6,6,90,7.1,7.8,80,10.5,6.4,1.76,"Southwest"
3819820,33.8018669991274,-116.388166,2025-02-11,"Yes",0,47.6,17.5,0.0034,195,283.6,294.5,6.9,90,7,7.7,77,9,5.7,1.36,"Southwest"
3819821,33.8018669991274,-116.388166,2025-02-12,"Yes",0,67.2,29.7,0.00469,137.3,282.5,292.8,4.8,66,7.8,7.9,71,5.7,3.7,0.98,"Southwest"
3819822,33.8018669991274,-116.388166,2025-02-13,"Yes",16.5,100,46.8,0.0071,106,282.2,293.1,5.9,0,14,9.5,41,4.2,2.8,0.6,"Southwest"
3819823,33.8018669991274,-116.388166,2025-02-14,"Yes",0,85.1,33,0.00629,167.4,283,296.1,7.2,68,13.8,9.7,55,7.1,4.6,1,"Southwest"
3819824,33.8018669991274,-116.388166,2025-02-15,"Yes",0,55.4,15.2,0.00385,202.5,282.8,298.3,3.2,51,11.8,9.7,62,6.6,4.3,1.58,"Southwest"
3824051,37.9756339990846,-120.344296,2025-01-01,"No",0,52.8,31.6,0.00293,79.5,276.5,284.3,1.4,17,15.9,20.7,24,1.8,1.2,0.61,"Southwest"
3824052,37.9756339990846,-120.344296,2025-01-02,"No",0.4,83.2,50.3,0.00542,113.6,278.8,287.2,1.8,18,15.7,20.3,22,1.6,1.1,0.44,"Southwest"
3824053,37.9756339990846,-120.344296,2025-01-03,"No",12,100,55.4,0.00517,47.9,275.4,285.1,3.9,0,19.8,21.4,10,1.8,1.2,0.27,"Southwest"
3824054,37.9756339990846,-120.344296,2025-01-04,"No",0,90.8,54.8,0.00438,118.4,274.5,282.8,4,22,19,21.3,19,1.8,1.2,0.27,"Southwest"
3824055,37.9756339990846,-120.344296,2025-01-05,"No",0,85.3,47.5,0.00445,110.8,275.6,285,3.5,22,17.8,20.9,20,2.2,1.4,0.38,"Southwest"
3824056,37.9756339990846,-120.344296,2025-01-06,"No",0,93.1,53.6,0.00532,118.5,276.9,286,4.3,24,17.9,20.7,21,2.2,1.4,0.33,"Southwest"
3824057,37.9756339990846,-120.344296,2025-01-07,"No",0,60.9,25.7,0.00355,124.7,277.2,290,5.9,34,15.1,20.2,27,5.4,3.3,0.83,"Southwest"
3824058,37.9756339990846,-120.344296,2025-01-08,"No",0,54.1,26.7,0.00292,124.4,276.1,286.5,2.2,22,13,20.1,29,2.6,1.6,0.7,"Southwest"
3824059,37.9756339990846,-120.344296,2025-01-09,"No",0,61.4,29.3,0.00336,124.8,276.3,287.4,2.8,25,11.9,19.5,31,3,1.9,0.69,"Southwest"
3824060,37.9756339990846,-120.344296,2025-01-10,"No",0,58.2,22.7,0.00314,122.7,276.1,289.8,2.5,27,10.9,18.6,35,3.3,2,0.85,"Southwest"
3824061,37.9756339990846,-120.344296,2025-01-11,"No",0,56.3,25.4,0.00306,127.6,276.2,287.9,6.6,43,10.2,18.2,36,5.4,3.3,0.76,"Southwest"
3824062,37.9756339990846,-120.344296,2025-01-12,"No",0,59.1,31.2,0.00271,128.7,273.8,283.3,4.5,36,9.9,17.6,37,3.4,2.1,0.53,"Southwest"
3824063,37.9756339990846,-120.344296,2025-01-13,"No",0,64.5,29.2,0.003,129.5,274,285.7,1.6,25,9.9,17.1,39,2,1.3,0.6,"Southwest"
3824064,37.9756339990846,-120.344296,2025-01-14,"No",0,62.3,28.1,0.00296,128.6,274.3,286,2.2,28,9.7,16.8,40,2.5,1.6,0.63,"Southwest"
3824065,37.9756339990846,-120.344296,2025-01-15,"No",0,60.2,22.2,0.00305,129.5,275.2,289.6,3.1,33,9.4,16.7,41,3.8,2.3,0.83,"Southwest"
3824066,37.9756339990846,-120.344296,2025-01-16,"No",0,54.5,21.9,0.00288,131.2,275.8,288.9,2.6,32,9.1,16.3,43,3.4,2.1,0.83,"Southwest"
3824067,37.9756339990846,-120.344296,2025-01-17,"No",0,61.8,26.7,0.00302,131.3,274.7,287,3.1,35,9.1,15.7,44,3.3,2.1,0.68,"Southwest"
3824068,37.9756339990846,-120.344296,2025-01-18,"No",0,69.9,31.8,0.0033,135.1,274.2,286,2,29,9.7,15.5,43,2.3,1.5,0.57,"Southwest"
3824069,37.9756339990846,-120.344296,2025-01-19,"No",0,72.8,33.2,0.00334,135,273.8,285.6,2.3,31,10.2,15.2,43,2.4,1.6,0.54,"Southwest"
3824070,37.9756339990846,-120.344296,2025-01-20,"No",0,65.3,29.1,0.00293,140.3,273.5,285.4,2.9,35,10.1,14.8,45,2.9,1.9,0.58,"Southwest"
3824071,37.9756339990846,-120.344296,2025-01-21,"No",0,54.5,24,0.00259,139.5,274.3,286.1,2.6,35,9.6,14.6,47,3.1,1.9,0.69,"Southwest"
3824072,37.9756339990846,-120.344296,2025-01-22,"No",0,51.8,21.8,0.00257,140.3,274.9,287.2,2,32,9.1,14.5,48,2.8,1.8,0.76,"Southwest"
3824073,37.9756339990846,-120.344296,2025-01-23,"No",0,44.9,14.9,0.00251,140.6,276.6,291.7,3.2,42,8.4,14.1,51,4.8,2.9,1.08,"Southwest"
3824074,37.9756339990846,-120.344296,2025-01-24,"No",0,51.5,20,0.00284,132.9,276.4,289.9,3.1,41,8.2,13.7,52,4.1,2.6,0.91,"Southwest"
3824075,37.9756339990846,-120.344296,2025-01-25,"No",5.2,84.9,51.6,0.00395,93,274,282.1,1.7,0,11.9,14.2,30,1.4,1,0.3,"Southwest"
3824076,37.9756339990846,-120.344296,2025-01-26,"No",0.3,94.8,50.7,0.00402,127.6,272.7,282.6,2.1,27,14,14.3,37,1.5,1.1,0.28,"Southwest"
3824077,37.9756339990846,-120.344296,2025-01-27,"No",0,64.7,32.1,0.00278,146,272.9,283.3,3,35,12.7,14.1,43,2.7,1.8,0.5,"Southwest"
3824078,37.9756339990846,-120.344296,2025-01-28,"No",0,69,35.4,0.00301,148.1,273.1,283.2,2.7,34,12.1,14,44,2.5,1.6,0.46,"Southwest"
3824079,37.9756339990846,-120.344296,2025-01-29,"No",0,81.2,40.8,0.00367,148.3,273.6,284.2,1.5,27,12.6,14.2,42,1.7,1.3,0.42,"Southwest"
3824080,37.9756339990846,-120.344296,2025-01-30,"No",0,79,39.2,0.00373,151.7,274.2,285,1.4,26,12.7,14.2,42,1.8,1.3,0.46,"Southwest"
3824081,37.9756339990846,-120.344296,2025-01-31,"No",11.3,74.2,55.3,0.00427,61,277,282.3,4.9,0,15.9,15.3,24,2.5,1.6,0.33,"Southwest"
3824082,37.9756339990846,-120.344296,2025-02-01,"No",28.6,95,89.7,0.0082,40.9,282.7,285.2,6.2,0,20.4,16.5,14,0.8,0.6,0.05,"Southwest"
3824083,37.9756339990846,-120.344296,2025-02-02,"No",0,100,92.9,0.00906,43.6,281.6,286.2,7.4,11,21.8,16.9,14,0.3,0.3,0,"Southwest"
3824084,37.9756339990846,-120.344296,2025-02-03,"No",0.3,100,92.8,0.00894,64.1,280,286,8.4,23,22.9,17.4,15,0.4,0.4,0,"Southwest"
3824085,37.9756339990846,-120.344296,2025-02-04,"Yes",19.3,100,82.7,0.00849,94.9,275.2,286.9,12.4,0,25.2,19,8,0.3,0.4,0,"Southwest"
3824086,37.9756339990846,-120.344296,2025-02-05,"Yes",0.7,100,69.7,0.00607,111,273.9,284.3,3.3,0,24.1,19.5,9,1,0.8,0.06,"Southwest"
3824087,37.9756339990846,-120.344296,2025-02-06,"Yes",28.6,97.5,68.8,0.00633,34.6,278.5,285.1,8.8,0,25.5,21,6,1.8,1.2,0.18,"Southwest"
3824088,37.9756339990846,-120.344296,2025-02-07,"Yes",1.3,100,74.7,0.00598,108.5,273.8,283.1,5.7,0,24.6,21,6,0.7,0.6,0.02,"Southwest"
3824089,37.9756339990846,-120.344296,2025-02-08,"Yes",0.4,97.6,49.7,0.0043,161.9,273,283.9,4.3,21,22.9,20.7,16,2.4,1.7,0.3,"Southwest"
3824090,37.9756339990846,-120.344296,2025-02-09,"Yes",0,72.7,35.7,0.00322,165.4,273,284.1,3.3,22,19.2,20.3,22,2.9,2,0.47,"Southwest"
3824091,37.9756339990846,-120.344296,2025-02-10,"Yes",0,74.5,38.2,0.00318,164.8,272.5,283,3.2,23,16.9,20.1,24,2.7,1.8,0.42,"Southwest"
3824092,37.9756339990846,-120.344296,2025-02-11,"Yes",0,91.9,46.6,0.00374,163,271.9,282.7,3.8,24,16.9,19.8,24,2.3,1.7,0.31,"Southwest"
3824093,37.9756339990846,-120.344296,2025-02-12,"Yes",21.8,100,52.5,0.00429,157.3,271.7,283.1,3.5,0,20.5,21.2,10,1.9,1.4,0.24,"Southwest"
3824094,37.9756339990846,-120.344296,2025-02-13,"Yes",56.2,99.2,91.7,0.00704,80.6,279.8,282.6,12.6,0,23.9,22.4,3,0.6,0.5,0.01,"Southwest"
3824095,37.9756339990846,-120.344296,2025-02-14,"Yes",6.5,100,85.5,0.00602,81.3,274.4,281.3,4.2,0,25,22.9,2,0.5,0.5,0,"Southwest"
3824096,37.9756339990846,-120.344296,2025-02-15,"Yes",0,100,52.9,0.00491,154.1,274.5,285,2.7,15,23.3,22.7,13,2,1.5,0.29,"Southwest"
3824097,37.9756339990846,-120.344296,2025-02-16,"Yes",0,84.5,43.2,0.00446,131.7,275.5,286.4,2.3,16,20.5,22.6,16,2.4,1.7,0.45,"Southwest"
3824098,37.9756339990846,-120.344296,2025-02-17,"Yes",0,100,59.7,0.00553,155.9,274.9,285.1,3.6,18,20.3,22.8,14,1.9,1.5,0.21,"Southwest"
3824099,37.9756339990846,-120.344296,2025-02-18,"Yes",0,98,49.1,0.00505,174.1,275.2,286.5,4.3,21,19.8,22.7,16,2.8,2,0.35,"Southwest"
3837194,33.751145999128,-117.04583,2025-01-01,"No",0,35.8,5.1,0.00196,142.4,277.2,296.5,2.1,48,10.1,9.7,67,4.6,2.8,1.55,"Southwest"
3837195,33.751145999128,-117.04583,2025-01-02,"No",0,32.1,2.2,0.00176,144,277.3,299.8,2.7,56,8.3,9.5,71,6.3,3.7,1.89,"Southwest"
3837196,33.751145999128,-117.04583,2025-01-03,"No",0,50.2,13.4,0.00284,126.7,277.5,293.5,3.1,55,8,9.4,69,5,3.1,1.18,"Southwest"
3837197,33.751145999128,-117.04583,2025-01-04,"No",0,85.1,37.1,0.00484,141.5,277.4,289.3,1.9,40,10,9.6,61,2.3,1.6,0.58,"Southwest"
3837198,33.751145999128,-117.04583,2025-01-05,"No",0,42,6.9,0.00228,131.1,277,296.5,2.3,51,8.6,9.4,70,4.8,3,1.49,"Southwest"
3837199,33.751145999128,-117.04583,2025-01-06,"No",0,40.7,8.2,0.0024,143.8,278.2,295.8,2.6,55,7.7,9.1,73,5.1,3.1,1.45,"Southwest"
3837200,33.751145999128,-117.04583,2025-01-07,"No",0,52.8,20,0.00336,133.7,279.2,291.5,4.4,64,7.7,9,70,5.5,3.4,1.01,"Southwest"
3837201,33.751145999128,-117.04583,2025-01-08,"No",0,36.7,7.8,0.00194,147.5,276.7,292.8,4.4,71,6.9,8.9,75,6.6,4,1.24,"Southwest"
3837202,33.751145999128,-117.04583,2025-01-09,"No",0,27,2.1,0.00131,151,275.7,295.1,3,64,5.9,8.8,79,5.9,3.6,1.49,"Southwest"
3837203,33.751145999128,-117.04583,2025-01-10,"No",0,23.4,2.1,0.00118,150.8,276.4,293.4,2.1,58,5.1,8.5,81,4.4,2.7,1.4,"Southwest"
3837204,33.751145999128,-117.04583,2025-01-11,"No",0,35.1,4.5,0.00161,150.8,274.7,294.2,2,56,5,8.3,82,4.2,2.6,1.35,"Southwest"
3837205,33.751145999128,-117.04583,2025-01-12,"No",0,31.3,5,0.00133,152.4,273.7,290.4,3,66,4.9,8.1,83,4.9,3,1.1,"Southwest"
3837206,33.751145999128,-117.04583,2025-01-13,"No",0,32.2,5.6,0.00133,154,273.3,289.6,4.1,77,4.8,7.8,84,5.8,3.5,1.04,"Southwest"
3837207,33.751145999128,-117.04583,2025-01-14,"No",0,28.4,2.9,0.00119,154.4,273.6,292,2.8,68,4.5,7.6,87,5.1,3.1,1.22,"Southwest"
3837208,33.751145999128,-117.04583,2025-01-15,"No",0,28,2.7,0.00127,155.7,274.7,293.5,2.3,63,4.3,7.4,88,4.7,2.9,1.35,"Southwest"
3837209,33.751145999128,-117.04583,2025-01-16,"No",0,42.9,7.6,0.00183,126.4,273.6,292.1,3.3,69,4.8,7.5,85,5.4,3.3,1.13,"Southwest"
3837210,33.751145999128,-117.04583,2025-01-17,"Yes",0,75,31.8,0.00383,153.6,275.9,287.7,2.6,52,6.9,7.6,75,2.9,2,0.61,"Southwest"
3837211,33.751145999128,-117.04583,2025-01-18,"Yes",0,68.5,22.7,0.00359,157.1,276.3,291,1.4,44,7.8,7.7,75,2.6,1.8,0.85,"Southwest"
3837212,33.751145999128,-117.04583,2025-01-19,"Yes",0,74.1,25.5,0.00365,157.9,275.4,289.8,2.1,48,8.8,7.8,72,3,2,0.74,"Southwest"
3837213,33.751145999128,-117.04583,2025-01-20,"Yes",0,45,14.8,0.00279,162.6,278.9,292.1,3.3,61,8.1,7.7,76,5.1,3.2,1.13,"Southwest"
3837214,33.751145999128,-117.04583,2025-01-21,"Yes",0,12.9,1,0.00057,167.3,275.4,293.4,3.4,72,6.3,7.5,84,6.5,3.9,1.46,"Southwest"
3837215,33.751145999128,-117.04583,2025-01-22,"Yes",0,12.3,1,6e-04,165.9,276.9,298.3,3.1,72,5,7.3,88,7.2,4.3,1.91,"Southwest"
3837216,33.751145999128,-117.04583,2025-01-23,"Yes",0,13.4,1,0.00059,167.7,275.2,295.6,4.2,84,4.2,7.2,90,8.1,4.9,1.63,"Southwest"
3837217,33.751145999128,-117.04583,2025-01-24,"Yes",0,14.3,1,6e-04,168.9,274.4,295.1,3.7,81,3.6,6.9,92,7.3,4.4,1.57,"Southwest"
3837218,33.751145999128,-117.04583,2025-01-25,"Yes",6.6,67.4,25.4,0.00346,102.4,276,289,4.3,0,7.5,7.6,57,4.4,2.8,0.74,"Southwest"
3837219,33.751145999128,-117.04583,2025-01-26,"Yes",8.8,75.4,56.4,0.00529,112.9,280.5,285,3.1,0,11.6,8.6,45,2.3,1.7,0.39,"Southwest"
3837220,33.751145999128,-117.04583,2025-01-27,"Yes",0,94.8,50.6,0.00493,66.6,276.1,285.4,2.1,36,13.7,9,52,1.7,1.2,0.33,"Southwest"
3837221,33.751145999128,-117.04583,2025-01-28,"Yes",0,87.7,40.1,0.00443,76.6,275.7,286.9,2.3,37,14.1,9.4,53,2.3,1.6,0.47,"Southwest"
3837222,33.751145999128,-117.04583,2025-01-29,"Yes",0,81.3,39.6,0.00465,169.1,277.5,287.8,2.3,39,13.8,9.8,54,2.7,1.9,0.53,"Southwest"
3837223,33.751145999128,-117.04583,2025-01-30,"Yes",0,83.1,40.2,0.0045,171.1,276.7,287.1,1.4,33,13.8,10.2,53,2.1,1.6,0.5,"Southwest"
3837224,33.751145999128,-117.04583,2025-01-31,"Yes",0,100,27.6,0.00445,146.1,273,291.9,1.5,33,15.1,10.7,51,2.6,1.9,0.7,"Southwest"
3838023,41.7263799990627,-122.530551,2025-01-01,"No",3.2,96.6,73,0.00449,37.9,273.8,279.2,4.1,0,23.4,28.1,0,0.9,0.7,0.12,"Southwest"
3838024,41.7263799990627,-122.530551,2025-01-02,"No",9.3,92.1,69.4,0.00522,39.2,276.6,282.1,3.4,0,24.5,28.9,0,1.2,0.8,0.18,"Southwest"
3838025,41.7263799990627,-122.530551,2025-01-03,"No",2.9,100,67,0.00488,45.8,274.3,281.6,4.4,0,24.4,28.7,0,1.2,0.8,0.15,"Southwest"
3838026,41.7263799990627,-122.530551,2025-01-04,"No",0.6,84.1,62.4,0.00411,72,274.5,280.1,3.6,0,21.9,28.2,0,1.4,0.9,0.22,"Southwest"
3838027,41.7263799990627,-122.530551,2025-01-05,"No",4,85.3,59.5,0.00454,71.5,275.7,282.2,2.1,0,21.3,28,0,1.2,0.8,0.26,"Southwest"
3838028,41.7263799990627,-122.530551,2025-01-06,"No",0,100,62.9,0.00469,76.4,271.8,281.9,2.6,10,21.4,27.8,5,0.8,0.6,0.14,"Southwest"
3838029,41.7263799990627,-122.530551,2025-01-07,"No",0,79.7,40.2,0.00277,103.8,269.8,280.4,4.1,18,18.9,27.4,10,2.1,1.3,0.33,"Southwest"
3838030,41.7263799990627,-122.530551,2025-01-08,"No",0,72.1,32,0.00245,93.2,269.5,281.7,3.7,20,16.6,26.6,13,2.5,1.5,0.42,"Southwest"
3838031,41.7263799990627,-122.530551,2025-01-09,"No",0,85,30.9,0.00266,98.8,268.4,283.4,4.1,22,16,25.9,15,2.7,1.7,0.44,"Southwest"
3838032,41.7263799990627,-122.530551,2025-01-10,"No",2,87.9,49,0.00336,44.8,271.1,280.5,3.4,0,16.7,25.5,7,1.7,1.1,0.27,"Southwest"
3838033,41.7263799990627,-122.530551,2025-01-11,"No",0,96,45.3,0.00312,103.3,268.9,280.5,2.9,18,17.4,25.1,14,1.5,0.9,0.27,"Southwest"
3838034,41.7263799990627,-122.530551,2025-01-12,"No",0,100,44.1,0.00294,102.3,267.1,280,2.4,17,18.3,24.8,14,1.3,0.8,0.25,"Southwest"
3838035,41.7263799990627,-122.530551,2025-01-13,"Yes",0,85.6,38.4,0.0026,108.1,268,280.1,3.9,22,17.3,24.4,16,2,1.3,0.32,"Southwest"
3838036,41.7263799990627,-122.530551,2025-01-14,"Yes",0,89.9,35.6,0.00261,104.3,267.4,281.2,3.5,22,17,24.2,17,2.1,1.3,0.35,"Southwest"
3838037,41.7263799990627,-122.530551,2025-01-15,"Yes",0,98.5,34.5,0.00313,105.7,268.6,284.3,3.8,23,17.7,23.9,17,2.5,1.5,0.41,"Southwest"
3838038,41.7263799990627,-122.530551,2025-01-16,"Yes",0,100,34.8,0.00324,107.1,268.7,284.7,2.1,18,18.3,23.7,17,1.7,1.1,0.42,"Southwest"
3838039,41.7263799990627,-122.530551,2025-01-17,"Yes",0,100,36.2,0.00294,113.4,267.1,282.7,1.6,17,18.8,23.3,17,1.3,0.9,0.35,"Southwest"
3838040,41.7263799990627,-122.530551,2025-01-18,"Yes",0,78.8,29.1,0.00217,113.5,266.7,281.2,2.5,21,16.9,22.8,20,2,1.2,0.4,"Southwest"
3838041,41.7263799990627,-122.530551,2025-01-19,"Yes",0,80.5,26.8,0.00207,114,265.8,281.6,1.9,21,15.7,22.2,23,1.7,1.1,0.42,"Southwest"
3838042,41.7263799990627,-122.530551,2025-01-20,"Yes",0,78.6,29.4,0.0021,117.9,266.3,280.6,4.6,30,14.8,21.9,24,2.7,1.7,0.39,"Southwest"
3838043,41.7263799990627,-122.530551,2025-01-21,"Yes",0,79,23.3,0.00181,116.5,264.3,281.5,2.2,23,14,21.5,26,2,1.2,0.44,"Southwest"
3838044,41.7263799990627,-122.530551,2025-01-22,"Yes",0,81,25.3,0.0021,116.9,265.9,282.6,3.9,30,13.7,21.1,27,2.9,1.8,0.46,"Southwest"
3838045,41.7263799990627,-122.530551,2025-01-23,"Yes",0,77.7,24.6,0.00224,118.3,267.3,283.9,2.8,27,13.2,20.6,28,2.6,1.6,0.51,"Southwest"
3838046,41.7263799990627,-122.530551,2025-01-24,"Yes",0,75.7,27,0.00269,119.3,270.1,285.4,2.4,26,12.8,20,30,2.4,1.5,0.56,"Southwest"
3838047,41.7263799990627,-122.530551,2025-01-25,"Yes",0,62.5,33.6,0.00217,124.5,269.8,279.3,7,44,11.9,19.6,31,3.3,2,0.39,"Southwest"
3838048,41.7263799990627,-122.530551,2025-01-26,"Yes",0,80.6,27.3,0.00198,117.5,265.2,280.7,5.6,40,12.3,19.2,32,3.1,1.9,0.39,"Southwest"
3838049,41.7263799990627,-122.530551,2025-01-27,"Yes",0,98.7,27.5,0.00221,124.7,264,282.2,3.7,31,14.3,19.1,30,2.6,1.6,0.4,"Southwest"
3838454,31.1373169991644,-88.9687,2025-01-01,"No",0,83.6,34.1,0.00361,140.6,273.7,288.3,3.9,25,18.1,20.2,23,3.6,2.4,0.6,"South"
3838455,31.1373169991644,-88.9687,2025-01-02,"No",0,86.2,31.9,0.00346,141.1,272.7,288.6,2.3,21,16.9,20,25,2.8,1.9,0.62,"South"
3838456,31.1373169991644,-88.9687,2025-01-03,"No",0,100,32.6,0.00411,133.7,272.4,291,2.7,22,17.4,19.9,24,3.2,2.1,0.65,"South"
3838457,31.1373169991644,-88.9687,2025-01-04,"No",3,94.2,32.3,0.00359,113.1,272,289,3.8,0,17.6,19.7,16,3.6,2.3,0.6,"South"
3838458,31.1373169991644,-88.9687,2025-01-05,"No",10.3,100,51.9,0.00793,68.6,276.5,294.4,6.8,0,19.4,20.3,12,2.9,1.9,0.37,"South"
3838459,31.1373169991644,-88.9687,2025-01-06,"No",0,79.6,67.4,0.00318,134.7,272.6,276.8,6.9,30,18.1,20.1,20,1.8,1.2,0.18,"South"
